Company,Item,Type,Certifivate,lng,lat
신송식품㈜(직산읍),혼합장,장류,2008-01-21,127.113661,36.815008
안성떡방㈜,떡류,떡류,2008-01-25,127.152068,37.076691
농업회사법인㈜김치나라,김치(배추김치),배추김치,2008-01-29,127.776294,37.02884
농업회사법인㈜김치나라,김치(기타김치),김치류,2008-01-29,127.776294,37.02884
순천농협남도식품,배추김치,배추김치,2008-01-29,127.485359,34.906225
순천농협남도식품,기타김치,김치류,2008-01-29,127.485359,34.906225
순천농협남도식품,절임류,절임식품,2008-01-29,127.485359,34.906225
㈜맑은해오름,묵류,두부류 또는 묵류,2008-01-29,127.564676,36.919969
봉양농협식품가공공장,고춧가루,조미식품,2008-01-29,128.123206,37.132483
강릉초당두부,두부(살균제품에 한함),두부류 또는 묵류,2008-02-05,128.875899,37.752109
㈜대강수산,기타수산물가공품(냉동어류),냉동수산식품,2008-02-18,128.866733,35.096336
㈜동심,배추김치,배추김치,2008-02-18,127.847687,37.029331
㈜동심,기타김치,김치류,2008-02-18,127.847687,37.029331
주식회사 옥종합식품,배추김치,배추김치,2008-02-19,129.224839,35.856506
주식회사 옥종합식품,기타김치,김치류,2008-02-19,129.224839,35.856506
푸른들 영농조합,두부,두부류 또는 묵류,2008-02-20,126.445697,36.730199
원앤원㈜,배추김치,배추김치,2008-03-03,127.113661,36.815008
원앤원㈜,기타김치,김치류,2008-03-03,127.113661,36.815008
영농조합법인 약선원식품,배추김치,배추김치,2008-03-03,127.214581,36.705973
영농조합법인 약선원식품,기타김치,김치류,2008-03-03,127.214581,36.705973
㈜녹채원,냉동수산식품(연체류),냉동수산식품,2008-03-03,128.857882,35.09319
주식회사 굿모닝웰빙씨푸드,냉동수산식품(어류),냉동수산식품,2008-03-03,126.787127,37.305548
㈜광화 김해지점,두부류(유바제외),두부류 또는 묵류,2008-03-03,128.775506,35.26531
㈜동화식품,두부,두부류 또는 묵류,2008-03-03,129.05082,35.370269
㈜일미농수산,절임류(식염절임 및 식초절임),절임식품,2008-03-03,127.298495,36.584511
딤채식품,김치(배추김치),배추김치,2008-03-10,127.047559,36.22087
딤채식품,김치(기타김치),김치류,2008-03-10,127.047559,36.22087
수안보농협남한강김치,김치(배추김치),배추김치,2008-03-10,127.973223,36.904182
수안보농협남한강김치,김치(기타김치),김치류,2008-03-10,127.973223,36.904182
아그라나프루트코리아주식회사,잼,잼류,2008-03-10,127.435452,36.85537
㈜모닝후루츠,신선편의식품,기타식품류(즉석섭취편의식품류),2008-03-10,127.56736,36.923583
선농종합식품㈜,배추김치,배추김치,2008-03-17,126.80765,37.034378
선농종합식품㈜,기타김치,김치류,2008-03-17,126.80765,37.034378
㈜정풍,"레토르트식품(즉석조리식품, 소스)",레토르트식품,2008-03-17,127.113661,36.815008
㈜정풍,소스류,조미식품,2008-03-17,127.113661,36.815008
㈜명가식품,배추김치,배추김치,2008-03-17,127.55175,36.307061
㈜명가식품,기타김치,김치류,2008-03-17,127.55175,36.307061
미강식품㈜,배추김치,배추김치,2008-03-24,129.346043,36.208492
미강식품㈜,기타김치,김치류,2008-03-24,129.346043,36.208492
산림조합중앙회임산물유통센터,기타가공품(삶은나물류),규격외일반가공식품,2008-03-31,127.635296,37.253116
신송식품㈜(성거읍),고춧가루,조미식품,2008-04-07,127.186003,36.899135
㈜에스제이푸드,냉동수산식품(어류),냉동수산식품,2008-04-14,129.011681,35.062528
㈜에스제이푸드,냉동수산식품(연체류),냉동수산식품,2008-04-14,129.011681,35.062528
㈜에스제이푸드,냉동수산식품(조미가공품),냉동수산식품,2008-04-14,129.011681,35.062528
㈜부산세광식품,어묵,어묵,2008-04-14,128.955403,35.077164
㈜신일씨푸드,냉동수산식품(어류),냉동수산식품,2008-04-21,127.269211,37.247394
㈜신일씨푸드,냉동수산식품(연체류),냉동수산식품,2008-04-21,127.269211,37.247394
㈜이킴,배추김치,배추김치,2008-04-21,127.729504,36.489468
㈜이킴,기타김치,김치류,2008-04-21,127.729504,36.489468
㈜이킴,절임식품(식염절임),절임식품,2008-04-21,127.729504,36.489468
삼원시푸드,냉동수산식품(어류),냉동수산식품,2008-04-21,128.952571,35.075996
삼원시푸드,냉동수산식품(연체류),냉동수산식품,2008-04-21,128.952571,35.075996
태양농산주식회사농업회사법인,고춧가루,조미식품,2008-05-13,128.248467,37.109767
우리콩식품,두부,두부류 또는 묵류,2008-05-19,126.831438,37.199541
㈜에스알씨,"빵류(빵, 케이크)",빵류,2008-05-26,126.675743,37.488084
세범푸드㈜,냉동수산식품(갑각류),규격외일반가공식품(수산물가공품),2008-06-02,128.593035,38.17318
㈜대성식품팔도맛김치,배추김치,배추김치,2008-06-16,127.406888,36.429585
㈜대성식품팔도맛김치,기타김치,김치류,2008-06-16,127.406888,36.429585
워커힐식품,배추김치,배추김치,2008-06-17,127.110846,37.555946
워커힐식품,기타김치,김치류,2008-06-17,127.110846,37.555946
㈜에이치엔지에프,고춧가루,조미식품,2008-06-19,126.935917,35.961757
농업회사법인주식회사두리두리,"즉석섭취식품(선식류,미숫가루)",즉석섭취식품,2008-06-24,127.098742,36.187163
㈜참고을 제2공장,고추장,장류,2008-07-07,126.880311,35.803591
㈜참고을 제2공장,된장,장류,2008-07-07,126.880311,35.803591
㈜참고을 제2공장,혼합장,장류,2008-07-07,126.880311,35.803591
다원물산,냉동수산식품(어류),냉동수산식품,2008-07-15,127.135473,37.506039
다원물산,냉동수산식품(연체류),냉동수산식품,2008-07-15,127.135473,37.506039
덕유농산영농조합법인,절임류,절임식품,2008-07-28,127.873937,35.888912
㈜성빈식품,즉석조리식품(순대),순대,2008-07-28,128.582037,35.901115
㈜환공식품,어묵,어묵,2008-08-04,128.755792,35.272817
무지개식품,배추김치,배추김치,2008-08-11,126.894048,37.152223
무지개식품,기타김치,김치류,2008-08-11,126.894048,37.152223
무지개식품,절임식품(식염절임),절임식품,2008-08-11,126.894048,37.152223
㈜움트리,고추장,장류,2008-08-11,127.200368,37.894985
㈜움트리,된장,장류,2008-08-11,127.200368,37.894985
㈜움트리,혼합장,장류,2008-08-11,127.200368,37.894985
㈜쓰리에스씨푸드,냉동수산식품(어류),냉동수산식품,2008-08-18,129.005772,35.081246
㈜쓰리에스씨푸드,냉동수산식품(연체류),냉동수산식품,2008-08-18,129.005772,35.081246
㈜미미식품,기타김치,김치류,2008-08-25,127.788733,36.785546
㈜유림수산유통,냉동수산식품(어류),냉동수산식품,2008-09-01,128.952941,35.076624
㈜유림수산유통,냉동수산식품(연체류),냉동수산식품,2008-09-01,128.952941,35.076624
해마㈜,냉동수산식품(어류),냉동수산식품,2008-09-01,129.114375,37.524697
해마㈜,냉동수산식품(연체류),냉동수산식품,2008-09-01,129.114375,37.524697
농업회사법인㈜ 다원에프에스,고춧가루,조미식품,2008-09-01,126.794492,35.567667
농업회사법인 ㈜맛가마식품,양조간장,장류,2008-09-17,127.182432,36.204771
농업회사법인 ㈜맛가마식품,청국장,장류,2008-09-17,127.182432,36.204771
산마을영농조합법인,절임식품(식염절임),절임식품,2008-09-17,128.305156,36.338011
중앙식품㈜,고춧가루,조미식품,2008-09-18,127.776241,36.816217
여수농협돌산갓김치공장,김치(기타김치),김치류,2008-09-22,127.786933,34.641466
주식회사 동원해사랑,냉동수산식품(어류),냉동수산식품,2008-09-29,128.9969,35.0857
경기농협식품조합공동사업법인파주지사무소,배추김치,배추김치,2008-09-29,126.907055,37.960876
경기농협식품조합공동사업법인파주지사무소,기타김치,김치류,2008-09-29,126.907055,37.960876
경기농협식품조합공동사업법인파주지사무소,절임류,절임식품,2008-09-29,126.907055,37.960876
㈜사조오양양산공장,어묵,어묵,2008-10-06,129.037407,35.335043
㈜영양F&S,고춧가루,조미식품,2008-10-06,127.389169,37.308493
롯데제과㈜ 부산공장,빵류,빵류,2008-10-13,129.184115,35.314352
미도식품,어묵,어묵,2008-10-16,128.956084,35.080079
㈜라벨리,빙과류,빙과류,2008-10-16,126.979188,35.061965
매일식품주식회사,배추김치,배추김치,2008-10-27,126.786165,37.510129
매일식품주식회사,기타김치,김치류,2008-10-27,126.786165,37.510129
매일식품주식회사,절임류(식염절임),절임식품,2008-10-27,126.786165,37.510129
㈜아하식품,만두류(냉동),냉동식품,2008-10-27,127.52377,36.749364
㈜태서식품,배추김치,배추김치,2008-11-07,129.037974,37.130769
㈜태서식품,기타김치,김치류,2008-11-07,129.037974,37.130769
㈜동방유통,냉동수산식품(어류),냉동수산식품,2008-11-17,128.99677,35.052502
㈜동방유통,냉동수산식품(연체류),냉동수산식품,2008-11-17,128.99677,35.052502
영농조합법인 정담원,고춧가루,조미식품,2008-11-17,127.154795,35.393452
그대로팜스,고춧가루,조미식품,2008-11-17,128.939976,35.203264
청양농협청양고추가공공장,고춧가루,조미식품,2008-11-17,126.832764,36.493149
㈜대광에프앤씨,어묵,어묵,2008-12-05,128.958156,35.079116
㈜아워홈 음성공장,김치(배추김치),배추김치,2008-12-12,127.690467,36.940288
㈜아워홈 음성공장,김치(기타김치),김치류,2008-12-12,127.690467,36.940288
㈜병천아우내식품,즉석조리식품(순대),순대,2008-12-12,127.299073,36.727994
농업회사법인 유한회사 일품김치,김치(배추김치),배추김치,2008-12-19,127.120691,37.025973
농업회사법인 유한회사 일품김치,김치(기타김치),김치류,2008-12-19,127.120691,37.025973
㈜한국에이요,어묵,어묵,2008-12-19,128.406464,35.272494
라벨리,빙과류,빙과류,2008-12-19,127.10322,35.859412
선도농협김치가공공장,김치(배추김치),배추김치,2008-12-24,126.878691,36.787892
선도농협김치가공공장,김치(기타김치),김치류,2008-12-24,126.878691,36.787892
선도농협김치가공공장,절임류,절임식품,2008-12-24,126.878691,36.787892
농업회사법인㈜ 모아,배추김치,배추김치,2008-12-31,128.938597,35.973241
농업회사법인㈜ 모아,기타김치,김치류,2008-12-31,128.938597,35.973241
수향식품㈜,만두류(냉동),냉동식품,2008-12-31,127.154891,36.942641
수협중앙회감천항물류센터,냉동수산식품(어류),냉동수산식품,2008-12-31,129.023906,35.097689
주식회사 동양아이스,빙과류,빙과류,2009-01-16,127.208957,37.196266
㈜주한산업,빙과류,빙과류,2009-01-16,127.266506,36.659569
성심마스타푸드,소스,조미식품,2009-01-16,128.492246,35.544566
성심마스타푸드,양조간장,장류,2009-01-16,128.492246,35.544566
㈜엠디에스코리아,즉석조리식품(냉동제품제외),기타식품류(즉석섭취편의식품류),2009-01-16,126.779958,37.760141
㈜엠디에스코리아,즉석섭취식품,즉석섭취식품,2009-01-16,126.779958,37.760141
주식회사 신세계푸드 이천2공장,떡류,떡류,2009-01-21,127.434993,37.272181
주식회사 신세계푸드 이천2공장,국수,국수,2009-01-21,127.434993,37.272181
태성김치,배추김치,배추김치,2009-02-06,128.284175,37.186626
해정수산 주식회사,기타수산물가공품(냉동어류),냉동수산식품,2009-02-06,126.802797,37.380063
해정수산 주식회사,기타수산물가공품(냉동연체류),냉동수산식품,2009-02-06,126.802797,37.380063
㈜삼우냉동,빙과류,빙과류,2009-02-06,127.102575,35.850809
㈜오리온 제3익산공장,밀크초콜릿,초콜릿류,2009-02-06,126.95759,35.948284
㈜오리온 제3익산공장,초콜릿가공품,초콜릿류,2009-02-06,126.95759,35.948284
신송식품㈜(성거읍),참기름,식용유지류,2009-02-06,127.186003,36.899135
신송식품㈜(성거읍),"기타농산가공품(볶음참깨,들깨,검정깨)",규격외일반가공식품,2009-02-06,127.186003,36.899135
태성김치,기타김치,김치류,2009-02-06,128.284175,37.186626
㈜오리온제4청주공장,과자,과자,2009-02-06,127.452916,36.657678
㈜오리온제4청주공장,추잉껌,과자류,2009-02-06,127.452916,36.657678
㈜오리온제4청주공장,초콜릿가공품,초콜릿류,2009-02-06,127.452916,36.657678
㈜코끼리푸드,어묵,어묵,2009-02-13,128.496448,36.051413
㈜부산어묵,어묵,어묵,2009-02-13,129.161984,35.418402
가미,고춧가루,조미식품,2009-02-13,126.778351,37.053093
주식회사 신세계푸드 이천2공장,신선편의식품,기타식품류(즉석섭취편의식품류),2009-02-13,127.434993,37.272181
㈜동림수산,"수산물가공품(날치알, 스시어란류)",규격외일반가공식품(수산물가공품),2009-02-13,126.603884,37.450468
㈜동심,절임류,절임식품,2009-02-13,127.847687,37.029331
㈜해마,소스류(살균제품),조미식품,2009-02-13,128.99553,37.109002
㈜해마,복합조미식품,조미식품,2009-02-13,128.99553,37.109002
㈜해양에프에스,냉동수산식품(어류),냉동수산식품,2009-02-20,127.214853,37.539257
㈜해양에프에스,냉동수산식품(연체류),냉동수산식품,2009-02-20,127.214853,37.539257
화원농협김치가공공장,배추김치,배추김치,2009-02-20,126.599183,34.573464
화원농협김치가공공장,기타김치,김치류,2009-02-20,126.599183,34.573464
화원농협김치가공공장,절임류(식염절임),절임식품,2009-02-20,126.599183,34.573464
씨제이제일제당㈜ 남원공장,국수,국수,2009-02-20,127.612605,35.456037
한아름영농조합법인,절임류,절임식품,2009-02-20,128.310606,35.716899
㈜남성농산,고춧가루,조미식품,2009-02-27,127.424446,37.327566
㈜샬롬,"즉석조리식품(죽, 국밥, 비빔밥)",기타식품류(즉석섭취편의식품류),2009-03-06,126.66516,34.964839
신현수산㈜,냉동수산식품(어류),냉동수산식품,2009-03-06,128.989293,35.075071
㈜삼양패키징광혜원공장,액상차,다류,2009-03-06,127.435452,36.85537
사조산업㈜고성공장,"수산물가공품(참치통조림, 연어통조림)",규격외일반가공식품(수산물가공품),2009-03-06,128.32225,34.973037
㈜삼양패키징광혜원공장,커피(액상커피),커피,2009-03-06,127.435452,36.85537
농업회사법인 호천식품㈜,배추김치,배추김치,2009-03-13,127.415617,36.346732
농업회사법인 호천식품㈜,기타김치,김치류,2009-03-13,127.415617,36.346732
매일유업㈜청양공장,액상커피,커피,2009-03-13,126.802258,36.459188
㈜놀부,배추김치,배추김치,2009-03-20,127.535885,36.97766
엠플러스에프엔씨㈜,두부,두부류 또는 묵류,2009-03-20,128.746437,35.467538
